ID;Organisation;Sector;Subsector;Service;Province_CODE;Municipality_CODE;Barangay;Status;Beneficiaries;Beneficiary_type
9;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Darumoyod;Finished;5;families
10;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Ilian;Finished;11;families
11;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Sugod;Finished;10;families
12;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Bubong;Finished;26;families
13;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Lumbac a Ingud;Finished;25;families
14;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Barua;Finished;2;families
15;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Madanding;Finished;173;families
16;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Poblacion;Finished;26;families
17;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Pindolunan;Finished;38;families
18;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Dipatuan;Finished;3;families
19;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Tuca;Finished;1;families
20;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Darumoyod;Finished;5;families
21;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Ilian;Finished;11;families
22;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Sugod;Finished;10;families
23;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Bubong;Finished;26;families
24;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Lumbac a Ingud;Finished;25;families
25;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Barua;Finished;2;families
26;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Madanding;Finished;173;families
27;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Poblacion;Finished;26;families
28;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Pindolunan;Finished;38;families
29;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Dipatuan;Finished;3;families
30;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Tuca;Finished;1;families
31;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Darumoyod;Finished;5;families
32;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Ilian;Finished;11;families
33;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Sugod;Finished;10;families
34;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Lumbac a Ingud;Finished;25;families
35;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Barua;Finished;2;families
36;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Madanding;Finished;173;families
37;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Poblacion;Finished;26;families
38;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Pindolunan;Finished;38;families
39;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Dipatuan;Finished;3;families
40;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Tuca;Finished;1;families
41;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Darumoyod;Finished;5;families
42;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Ilian;Finished;11;families
43;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Sugod;Finished;10;families
44;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Bubong;Finished;26;families
45;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Lumbac a Ingud;Finished;25;families
46;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Barua;Finished;2;families
47;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Madanding;Finished;173;families
48;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Poblacion;Finished;26;families
49;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Pindolunan;Finished;38;families
50;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Dipatuan;Finished;3;families
51;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Tuca;Finished;1;families
52;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Darumoyod;Finished;5;families
53;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Ilian;Finished;11;families
54;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Sugod;Finished;10;families
55;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Bubong;Finished;26;families
56;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Lumbac a Ingud;Finished;25;families
57;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Barua;Finished;2;families
58;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Madanding;Finished;173;families
59;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Poblacion;Finished;26;families
60;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Pindolunan;Finished;38;families
61;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Dipatuan;Finished;3;families
62;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Tuca;Finished;1;families
63;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Darumoyod;Finished;5;families
64;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Ilian;Finished;11;families
65;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Sugod;Finished;10;families
66;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Bubong;Finished;26;families
67;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Barua;Finished;2;families
68;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Barua;Finished;2;families
69;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Barua;Finished;2;families
70;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Barua;Finished;2;families
71;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Barua;Finished;2;families
72;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Barua;Finished;2;families
73;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Bubong;Finished;26;families
74;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Bubong;Finished;26;families
75;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Bubong;Finished;26;families
76;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Bubong;Finished;26;families
77;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Bubong;Finished;26;families
78;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Bubong;Finished;26;families
79;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Daramoyod;Finished;5;families
80;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Daramoyod;Finished;5;families
81;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Daramoyod;Finished;5;families
82;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Daramoyod;Finished;5;families
83;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Daramoyod;Finished;5;families
84;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Daramoyod;Finished;5;families
85;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Dipatuan;Finished;3;families
86;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Dipatuan;Finished;3;families
87;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Dipatuan;Finished;3;families
88;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Dipatuan;Finished;3;families
89;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Dipatuan;Finished;3;families
90;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Dipatuan;Finished;3;families
91;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Ilian;Finished;11;families
92;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Ilian;Finished;11;families
93;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Ilian;Finished;11;families
94;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Ilian;Finished;11;families
95;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Ilian;Finished;11;families
96;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Ilian;Finished;11;families
97;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Lumbaca Ingud;Finished;25;families
98;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Lumbaca Ingud;Finished;25;families
99;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Lumbaca Ingud;Finished;25;families
100;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Lumbaca Ingud;Finished;25;families
101;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Lumbaca Ingud;Finished;25;families
102;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Lumbaca Ingud;Finished;25;families
103;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Madanding;Finished;173;families
104;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Madanding;Finished;173;families
105;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Madanding;Finished;173;families
106;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Madanding;Finished;173;families
107;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Madanding;Finished;173;families
108;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Madanding;Finished;173;families
109;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Pindolunan;Finished;38;families
110;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Pindolunan;Finished;38;families
111;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Pindolunan;Finished;38;families
112;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Pindolunan;Finished;38;families
113;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Pindolunan;Finished;38;families
114;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Pindolunan;Finished;38;families
115;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Poblacion;Finished;26;families
116;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Poblacion;Finished;26;families
117;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Poblacion;Finished;26;families
118;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Poblacion;Finished;26;families
119;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Poblacion;Finished;26;families
120;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Poblacion;Finished;26;families
121;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Sugod;Finished;10;families
122;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Sugod;Finished;10;families
123;IFRC;Relief;Non-Food Items;SleeID;Organisation;Sector/Cluster;Sector;Service;Province;Municipality;Barangay;Status;Beneficiary;Beneficiary Type
171;PRC;Assessment;Assessment;Assessment;1536;153601;;Finished;1;activity
778;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Lumbaca Ingud;Finished;25;families
779;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Barua;Finished;2;families
780;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Madanding;Finished;173;families
781;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Poblacion;Finished;26;families
782;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Pindolunan;Finished;38;families
783;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Dipatuan;Finished;3;families
784;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Tuca;Finished;1;families
785;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Daramoyod;Finished;5;families
786;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Ilian;Finished;11;families
787;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Sugod;Finished;10;families
788;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Lumbaca Ingud;Finished;25;families
789;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Barua;Finished;2;families
790;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Madanding;Finished;173;families
791;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Poblacion;Finished;26;families
792;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Pindolunan;Finished;38;families
793;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Dipatuan;Finished;3;families
794;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Tuca;Finished;1;families
795;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Daramoyod;Finished;5;families
796;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Ilian;Finished;11;families
797;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Sugod;Finished;10;families
798;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Lumbaca Ingud;Finished;25;families
799;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Barua;Finished;2;families
800;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Madanding;Finished;173;families
801;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Poblacion;Finished;26;families
802;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Pindolunan;Finished;38;families
803;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Dipatuan;Finished;3;families
804;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Tuca;Finished;1;families
805;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Daramoyod;Finished;5;families
806;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Ilian;Finished;11;families
807;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Sugod;Finished;10;families
808;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Lumbaca Ingud;Finished;25;families
809;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Barua;Finished;2;families
810;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Madanding;Finished;173;families
811;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Poblacion;Finished;26;families
812;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Pindolunan;Finished;38;families
813;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Dipatuan;Finished;3;families
814;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Tuca;Finished;1;families
815;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Daramoyod;Finished;5;families
816;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Ilian;Finished;11;families
817;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Sugod;Finished;10;families
818;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Lumbaca Ingud;Finished;25;families
819;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Barua;Finished;2;families
820;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Madanding;Finished;173;families
821;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Poblacion;Finished;26;families
822;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Pindolunan;Finished;38;families
823;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Dipatuan;Finished;3;families
824;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Tuca;Finished;1;families
825;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Daramoyod;Finished;5;families
826;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Ilian;Finished;11;families
827;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Sugod;Finished;10;families
828;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Lumbaca Ingud;Finished;25;families
829;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Barua;Finished;2;families
830;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Madanding;Finished;173;families
831;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Poblacion;Finished;26;families
832;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Pindolunan;Finished;38;families
833;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Dipatuan;Finished;3;families
834;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Tuca;Finished;1;families
835;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Daramoyod;Finished;5;families
836;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Ilian;Finished;11;families
837;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Sugod;Finished;10;families
906;IFRC;Relief;Non-Food Items;Sleeping Kit (Blanket);1536;153601;Bubong;Finished;26;families
907;IFRC;Relief;Non-Food Items;Sleeping Kit (Mat);1536;153601;Bubong;Finished;26;families
908;IFRC;Relief;Non-Food Items;Sleeping Kit (Mosquito Net);1536;153601;Bubong;Finished;26;families
909;IFRC;Relief;Non-Food Items;Tarpaulin;1536;153601;Bubong;Finished;26;families
910;IFRC;WASH;Non-Food Items;Jerry Can (10L);1536;153601;Bubong;Finished;26;families
911;IFRC;WASH;Non-Food Items;Hygiene Kit;1536;153601;Bubong;Finished;26;families
85;PRC;Assessment;Assessment;Assessment;1753;175304;Mangasee;Finished;1;activity
493;IFRC;Relief;Food Items;Food Items (Assorted);972;97224;Mamawan;Finished;29;families
494;IFRC;Relief;Food Items;Food Items (Assorted);972;97224;Poblacion;Finished;92;families
495;IFRC;Relief;Food Items;Food Items (Assorted);972;97224;San Jose;Finished;185;families
23;PRC;Health ;Health;First Aid;1602;160202;Lumbucan;Finished;4;individuals
29;PRC;Health ;Health;Rescued/Assisted;1602;160202;;Finished;1;individuals
30;PRC;Health ;Health;BP Taking;1602;160202;;Finished;31;individuals
11;PRC;Health;Health;Rescued/Assisted;1043;104305;Cugman;Finished;60;individuals
12;PRC;Health;Health;Rescued/Assisted;1043;104305;Balulang;Finished;154;individuals
34;PRC;Relief;Hot Meals;Hot Meals;1043;104305;;Finished;447;individuals
36;PRC;Health;PSS;PSP;1043;104305;;Finished;5;individuals
41;PRC;Relief;Hot Meals;Hot Meals;1043;104305;Consolacion;Finished;505;individuals
42;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;444;Individuals
43;PRC;WASH;Water;Water;1043;104305;Consolacion;Finished;1333;individuals
44;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;723;individuals
45;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;643;individuals
46;PRC;WASH;Water;Water;1043;104305;Consolacion;Finished;133;individuals
53;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;311;Individuals
54;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;321;individuals
56;PRC;Health;Health;BP Taking;1043;104305;Consolacion;Finished;57;individuals
63;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;133;Individuals
64;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;267;Individuals
65;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;133;Individuals
66;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;161;individuals
67;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;161;individuals
68;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;161;individuals
80;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;723;individuals
81;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;281;individuals
82;QRCS;WASH;Non-Food Items;Jerry Can (20L);1043;104305;;Finished;116;families
95;PRC;Assessment;Assessment;Assessment;1043;104305;;Finished;1;activity
99;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;156;Individuals
100;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;480;individuals
101;PRC;WASH;Water;Water;1043;104305;Barangay 9;Finished;1043;Individuals
102;;WASH;Water;Water;1043;104305;Barangay 9;Finished;696;Individuals
103;;WASH;Water;Water;1043;104305;Barangay 9;Finished;435;Individuals
104;;WASH;Water;Water;1043;104305;Barangay 9;Finished;522;Individuals
105;PRC;WASH;Water;Water;1043;104305;Barangay 9;Finished;261;Individuals
106;PRC;WASH;Water;Water;1043;104305;Cugman;Finished;40;individuals
114;PRC;Health;Health;BP Taking;1043;104305;Macasandig;Finished;98;individuals
127;PRC;Health;PSS;Welfare Desk;1043;104305;;Finished;1;desk
133;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;488;Individuals
134;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;133;Individuals
135;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;133;Individuals
136;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;482;individuals
137;PRC;WASH;Water;Water;1043;104305;Barangay 9;Finished;174;Individuals
149;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;267;Individuals
150;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;482;individuals
151;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;482;individuals
153;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;222;Individuals
154;PRC;WASH;Water;Water;1043;104305;Carmen;Finished;381;Individuals
155;PRC;WASH;Water;Water;1043;104305;Carmen;Finished;187;Individuals
156;PRC;WASH;Water;Water;1043;104305;Carmen;Finished;95;Individuals
157;PRC;WASH;Water;Water;1043;104305;Carmen;Finished;238;Individuals
158;PRC;WASH;Water;Water;1043;104305;Carmen;Finished;100;Individuals
159;PRC;WASH;Water;Water;1043;104305;Carmen;Finished;100;Individuals
160;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;201;individuals
161;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;201;individuals
164;PRC;WASH;Water;Water Bladder 5K;1043;104305;Camaman-an;Finished;;
165;PRC;WASH;Water;Water Bladder 10K;1043;104305;Macasandig;Finished;;
166;PRC;WASH;Water;Water;1043;104305;Barangay 9;Finished;265;Individuals
167;PRC;WASH;Water;Water;1043;104305;Carmen;Finished;143;Individuals
168;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;161;individuals
169;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;119;individuals
173;PRC;WASH;Water;Water;1043;104305;Barangay 9;Finished;175;Individuals
174;PRC;Health;RFL;Tracing;1043;104305;;Finished;13;individuals
177;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;189;Individuals
178;PRC;WASH;Water;Water;1043;104305;Cugman;Finished;50;individuals
179;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;120;individuals
180;PRC;WASH;Water;Water;1043;104305;Camaman-an;Finished;267;Individuals
181;PRC;WASH;Water;Water;1043;104305;Macasandig;Finished;117;individuals
24;PRC;Health ;Health;First Aid;722;72217;San Roque;Finished;1;individuals
28;PRC;Health ;Health;BP Taking;722;72217;;Finished;20;individuals
129;PRC;Health;PSS;Welfare Desk;722;72217;;Finished;1;desk
38;PRC;Relief;Hot Meals;Hot Meals;1123;112319;;Finished;2100;individuals
22;PRC;Health ;Health;Rescued/Assisted;1124;112402;Buhangin;Finished;339;individuals
35;PRC;Relief;Hot Meals;Hot Meals;1124;112402;Buhangin;Finished;300;individuals
39;PRC;Health;PSS;Welfare Desk;1124;112402;Bajada;Finished;1;desk
47;PRC;Relief;Food Items;Food Items (2-3 day Ration);1124;112402;;Finished;219;families
48;PRC;Relief;Hot Meals;Hot Meals;1124;112402;Bajada;Finished;312;individuals
49;PRC;Relief;Hot Meals;Hot Meals;1124;112402;Bajada;Finished;196;individuals
50;PRC;Relief;Hot Meals;Hot Meals;1124;112402;Ma-a;Finished;504;individuals
51;PRC;Health ;Health;First Aid;1124;112402;Bajada;Finished;2;individuals
52;PRC;Health ;Health;First Aid;1124;112402;Ma-a;Finished;8;individuals
57;PRC;Relief;Food Items;Food Items (2-3 day Ration);1124;112402;Dominga;Finished;46;families
58;PRC;Relief;Food Items;Food Items (2-3 day Ration);1124;112402;Lamanan;Finished;33;families
59;PRC;Relief;Hot Meals;Hot Meals;1124;112402;Brgy. 5-A;Finished;170;individuals
60;PRC;Relief;Hot Meals;Hot Meals;1124;112402;Madapo;Finished;480;individuals
61;PRC;Relief;Hot Meals;Hot Meals;1124;112402;Brgy. 19;Finished;150;individuals
62;PRC;Relief;Hot Meals;Hot Meals;1124;112402;Brgy. 19-B;Finished;430;individuals
74;PRC;Relief;Hot Meals;Hot Meals;1124;112402;Mandug;Finished;201;individuals
